Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
6054,34.145714,-118.960732,271,CA,705,Quercus,agrifolia,California live oak,Plantae,15592,501,Open flowers,2012,4,22,113,2456040,3,2012,5,25,146,2456073,10
6054,34.145714,-118.960732,271,CA,705,Quercus,agrifolia,California live oak,Plantae,15592,502,Pollen release (flowers),2012,4,22,113,2456040,3,2012,4,29,120,2456047,5
6054,34.145714,-118.960732,271,CA,705,Quercus,agrifolia,California live oak,Plantae,15592,502,Pollen release (flowers),2012,5,6,127,2456054,2,2012,5,25,146,2456073,10
6054,34.145714,-118.960732,271,CA,705,Quercus,agrifolia,California live oak,Plantae,15593,500,Flowers or flower buds,2012,4,16,107,2456034,4,2012,4,16,107,2456034,1
6054,34.145714,-118.960732,271,CA,705,Quercus,agrifolia,California live oak,Plantae,15593,501,Open flowers,2012,4,16,107,2456034,4,2012,4,16,107,2456034,1
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,500,Flowers or flower buds,2012,1,5,5,2455932,-9999,2012,1,27,27,2455954,20
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,500,Flowers or flower buds,2012,2,23,54,2455981,7,2012,4,24,115,2456042,6
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,500,Flowers or flower buds,2012,5,14,135,2456062,7,2012,5,14,135,2456062,7
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,501,Open flowers,2012,1,5,5,2455932,-9999,2012,2,9,40,2455967,7
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,501,Open flowers,2012,3,23,83,2456010,8,2012,4,24,115,2456042,6
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,502,Pollen release (flowers),2012,1,19,19,2455946,14,2012,1,19,19,2455946,8
6081,34.0312,-118.811821,32,CA,705,Quercus,agrifolia,California live oak,Plantae,15878,502,Pollen release (flowers),2012,3,23,83,2456010,8,2012,3,29,89,2456016,7
6091,34.11578,-118.757507,229,CA,705,Quercus,agrifolia,California live oak,Plantae,15965,500,Flowers or flower buds,2012,5,31,152,2456079,5,2012,7,6,188,2456115,7
6091,34.11578,-118.757507,229,CA,705,Quercus,agrifolia,California live oak,Plantae,15965,500,Flowers or flower buds,2012,7,27,209,2456136,7,2012,8,17,230,2456157,6
6091,34.11578,-118.757507,229,CA,705,Quercus,agrifolia,California live oak,Plantae,15965,501,Open flowers,2012,5,31,152,2456079,5,2012,7,6,188,2456115,7
6091,34.11578,-118.757507,229,CA,705,Quercus,agrifolia,California live oak,Plantae,15965,501,Open flowers,2012,7,27,209,2456136,7,2012,7,27,209,2456136,10
6092,34.115868,-118.758972,236,CA,705,Quercus,agrifolia,California live oak,Plantae,15967,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,7,6,188,2456115,7
6092,34.115868,-118.758972,236,CA,705,Quercus,agrifolia,California live oak,Plantae,15967,500,Flowers or flower buds,2012,7,20,202,2456129,7,2012,8,17,230,2456157,6
6092,34.115868,-118.758972,236,CA,705,Quercus,agrifolia,California live oak,Plantae,15967,501,Open flowers,2012,6,8,160,2456087,8,2012,6,8,160,2456087,7
6092,34.115868,-118.758972,236,CA,705,Quercus,agrifolia,California live oak,Plantae,15967,501,Open flowers,2012,7,20,202,2456129,7,2012,7,20,202,2456129,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,500,Flowers or flower buds,2012,4,21,112,2456039,6,2012,4,21,112,2456039,8
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,500,Flowers or flower buds,2012,5,31,152,2456079,5,2012,7,6,188,2456115,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,500,Flowers or flower buds,2012,8,6,219,2456146,10,2012,8,6,219,2456146,4
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,500,Flowers or flower buds,2012,8,17,230,2456157,7,2012,8,17,230,2456157,6
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,501,Open flowers,2012,5,26,147,2456074,15,2012,7,6,188,2456115,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16002,502,Pollen release (flowers),2012,4,29,120,2456047,8,2012,5,4,125,2456052,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,500,Flowers or flower buds,2012,4,21,112,2456039,6,2012,4,21,112,2456039,8
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,500,Flowers or flower buds,2012,5,11,132,2456059,7,2012,7,6,188,2456115,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,500,Flowers or flower buds,2012,7,27,209,2456136,7,2012,8,10,223,2456150,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,501,Open flowers,2012,5,26,147,2456074,15,2012,7,6,188,2456115,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,501,Open flowers,2012,7,27,209,2456136,7,2012,7,27,209,2456136,10
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,501,Open flowers,2012,8,10,223,2456150,4,2012,8,10,223,2456150,7
6098,34.118164,-118.759033,251,CA,705,Quercus,agrifolia,California live oak,Plantae,16003,502,Pollen release (flowers),2012,4,29,120,2456047,8,2012,5,4,125,2456052,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,500,Flowers or flower buds,2012,4,6,97,2456024,7,2012,4,15,106,2456033,6
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,500,Flowers or flower buds,2012,8,6,219,2456146,10,2012,8,17,230,2456157,6
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,501,Open flowers,2012,6,8,160,2456087,8,2012,6,8,160,2456087,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,501,Open flowers,2012,6,22,174,2456101,7,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16004,502,Pollen release (flowers),2012,4,21,112,2456039,6,2012,5,4,125,2456052,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,500,Flowers or flower buds,2012,4,6,97,2456024,7,2012,4,21,112,2456039,8
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,500,Flowers or flower buds,2012,8,6,219,2456146,10,2012,8,17,230,2456157,6
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2012,4,6,97,2456024,7,2012,4,6,97,2456024,9
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2012,6,22,174,2456101,7,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,502,Pollen release (flowers),2012,4,21,112,2456039,6,2012,4,21,112,2456039,8
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2012,4,6,97,2456024,7,2012,4,21,112,2456039,8
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2012,8,6,219,2456146,10,2012,8,17,230,2456157,6
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2012,6,22,174,2456101,7,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,502,Pollen release (flowers),2012,4,21,112,2456039,6,2012,4,29,120,2456047,5
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2012,4,6,97,2456024,7,2012,4,21,112,2456039,8
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2012,5,26,147,2456074,15,2012,7,6,188,2456115,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2012,7,27,209,2456136,7,2012,8,17,230,2456157,6
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2012,5,26,147,2456074,15,2012,5,26,147,2456074,5
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2012,6,22,174,2456101,7,2012,6,29,181,2456108,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,502,Pollen release (flowers),2012,4,21,112,2456039,6,2012,4,29,120,2456047,5
6100,34.118332,-118.758636,246,CA,704,Quercus,lobata,valley oak,Plantae,16008,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,8,17,230,2456157,6
6100,34.118332,-118.758636,246,CA,704,Quercus,lobata,valley oak,Plantae,16008,501,Open flowers,2012,6,15,167,2456094,7,2012,6,15,167,2456094,7
6100,34.118332,-118.758636,246,CA,704,Quercus,lobata,valley oak,Plantae,16009,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,8,17,230,2456157,6
6100,34.118332,-118.758636,246,CA,704,Quercus,lobata,valley oak,Plantae,16009,501,Open flowers,2012,6,15,167,2456094,7,2012,6,15,167,2456094,7
6100,34.118332,-118.758636,246,CA,704,Quercus,lobata,valley oak,Plantae,16010,500,Flowers or flower buds,2012,6,8,160,2456087,8,2012,8,17,230,2456157,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,500,Flowers or flower buds,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,501,Open flowers,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,501,Open flowers,2012,9,24,268,2456195,4,2012,9,24,268,2456195,3
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,502,Pollen release (flowers),2012,3,15,75,2456002,7,2012,4,19,110,2456037,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,502,Pollen release (flowers),2012,5,3,124,2456051,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,502,Pollen release (flowers),2012,9,24,268,2456195,4,2012,9,24,268,2456195,3
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,500,Flowers or flower buds,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,501,Open flowers,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,502,Pollen release (flowers),2012,3,15,75,2456002,7,2012,4,19,110,2456037,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,502,Pollen release (flowers),2012,5,3,124,2456051,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,500,Flowers or flower buds,2012,1,6,6,2455933,-9999,2012,5,10,131,2456058,7
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,501,Open flowers,2012,1,12,12,2455939,6,2012,5,10,131,2456058,6
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,502,Pollen release (flowers),2012,3,15,75,2456002,7,2012,5,10,131,2456058,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,500,Flowers or flower buds,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,500,Flowers or flower buds,2012,10,4,278,2456205,7,2012,11,8,313,2456240,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,501,Open flowers,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,501,Open flowers,2012,10,4,278,2456205,7,2012,10,4,278,2456205,8
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,501,Open flowers,2012,10,26,300,2456227,8,2012,11,8,313,2456240,7
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,500,Flowers or flower buds,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,501,Open flowers,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,500,Flowers or flower buds,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,501,Open flowers,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,500,Flowers or flower buds,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,501,Open flowers,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16390,500,Flowers or flower buds,2012,3,8,68,2455995,7,2012,5,10,131,2456058,6
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16390,501,Open flowers,2012,4,26,117,2456044,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16390,502,Pollen release (flowers),2012,4,26,117,2456044,7,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,500,Flowers or flower buds,2012,3,15,75,2456002,14,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,501,Open flowers,2012,3,22,82,2456009,14,2012,5,3,124,2456051,7
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,502,Pollen release (flowers),2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,500,Flowers or flower buds,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,501,Open flowers,2012,2,23,54,2455981,7,2012,5,3,124,2456051,7
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,500,Flowers or flower buds,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,501,Open flowers,2012,3,1,61,2455988,7,2012,5,3,124,2456051,7
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,500,Flowers or flower buds,2012,3,8,68,2455995,21,2012,5,3,124,2456051,7
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,501,Open flowers,2012,3,22,82,2456009,35,2012,5,3,124,2456051,7
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,502,Pollen release (flowers),2012,3,22,82,2456009,14,2012,5,3,124,2456051,7
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,500,Flowers or flower buds,2012,3,8,68,2455995,7,2012,5,3,124,2456051,7
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,501,Open flowers,2012,3,8,68,2455995,7,2012,5,3,124,2456051,7
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,502,Pollen release (flowers),2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,500,Flowers or flower buds,2012,4,12,103,2456030,7,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,501,Open flowers,2012,4,19,110,2456037,7,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,502,Pollen release (flowers),2012,4,19,110,2456037,7,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,500,Flowers or flower buds,2012,3,22,82,2456009,7,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,501,Open flowers,2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,502,Pollen release (flowers),2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,500,Flowers or flower buds,2012,3,1,61,2455988,14,2012,3,27,87,2456014,16
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,500,Flowers or flower buds,2012,12,19,354,2456281,1,2012,12,19,354,2456281,9
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,501,Open flowers,2012,3,8,68,2455995,7,2012,3,8,68,2455995,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,500,Flowers or flower buds,2012,4,12,103,2456030,7,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,501,Open flowers,2012,4,12,103,2456030,7,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,502,Pollen release (flowers),2012,4,26,117,2456044,7,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,500,Flowers or flower buds,2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,501,Open flowers,2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,502,Pollen release (flowers),2012,4,5,96,2456023,9,2012,4,5,96,2456023,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,502,Pollen release (flowers),2012,4,19,110,2456037,7,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,500,Flowers or flower buds,2012,3,27,87,2456014,5,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,501,Open flowers,2012,4,5,96,2456023,9,2012,5,3,124,2456051,7
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,502,Pollen release (flowers),2012,4,19,110,2456037,7,2012,5,3,124,2456051,7
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2012,3,19,79,2456006,7,2012,4,15,106,2456033,10
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,501,Open flowers,2012,3,25,85,2456012,6,2012,4,15,106,2456033,10
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,502,Pollen release (flowers),2012,4,1,92,2456019,7,2012,4,15,106,2456033,10
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2012,3,25,85,2456012,6,2012,4,15,106,2456033,10
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,501,Open flowers,2012,3,25,85,2456012,6,2012,4,15,106,2456033,10
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,502,Pollen release (flowers),2012,4,1,92,2456019,7,2012,4,1,92,2456019,7
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,502,Pollen release (flowers),2012,4,15,106,2456033,7,2012,4,15,106,2456033,10
