Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,Year,Start_Date,End_Date,Status_Records_Sample_Size,Individuals_Sample_Size,Sites_Sample_Size,Num_Yes_Records,NumIndividuals_with_Yes_Record,NumSites_with_Yes_Record,Proportion_Yes_Records,Proportion_Individuals_with_Yes_Record,Proportion_Sites_with_Yes_Record,In-Phase_Sites_Sample_Size,In-Phase_Site_Visits_Sample_Size,Total_NumAnimals_In-Phase,Mean_NumAnimals_In-Phase,SE_NumAnimals_In-Phase,In-Phase_per_Hr_Sites_Sample_Size,In-Phase_per_Hr_Site_Visits_Sample_Size,Mean_NumAnimals_In-Phase_per_Hr,SE_NumAnimals_In-Phase_per_Hr,In-Phase_per_Hr_per_Acre_Sites_Sample_Size,In-Phase_per_Hr_per_Acre_Site_Visits_Sample_Size,Mean_NumAnimals_In-Phase_per_Hr_per_Acre,SE_NumAnimals_In-Phase_per_Hr_per_Acre
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-07-30,2011-08-05,4,1,1,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-07-30,2011-08-05,3,1,1,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-08-06,2011-08-12,5,4,3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-08-06,2011-08-12,5,4,3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-08-06,2011-08-12,5,4,3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-08-13,2011-08-19,18,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-08-13,2011-08-19,18,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-08-13,2011-08-19,18,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-08-20,2011-08-26,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-08-20,2011-08-26,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-08-20,2011-08-26,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-08-27,2011-09-02,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-08-27,2011-09-02,24,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-08-27,2011-09-02,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-08-27,2011-09-02,24,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-08-27,2011-09-02,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-08-27,2011-09-02,24,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-09-03,2011-09-09,12,8,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-09-03,2011-09-09,12,8,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-09-03,2011-09-09,12,8,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-09-10,2011-09-16,17,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-09-10,2011-09-16,17,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-09-10,2011-09-16,17,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-09-17,2011-09-23,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-09-17,2011-09-23,16,14,9,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-09-17,2011-09-23,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-09-17,2011-09-23,16,14,9,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-09-17,2011-09-23,7,7,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-09-17,2011-09-23,16,14,9,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-09-24,2011-09-30,19,19,10,1,1,-9999,0.05,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-09-24,2011-09-30,30,24,15,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-09-24,2011-09-30,19,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-09-24,2011-09-30,30,24,15,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-09-24,2011-09-30,19,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-09-24,2011-09-30,30,24,15,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-10-01,2011-10-07,18,18,9,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-10-01,2011-10-07,12,12,7,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-10-01,2011-10-07,18,18,9,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-10-01,2011-10-07,12,12,7,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-10-01,2011-10-07,19,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-10-01,2011-10-07,12,12,7,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-10-08,2011-10-14,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-10-08,2011-10-14,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-10-08,2011-10-14,10,10,6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-10-15,2011-10-21,17,17,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-10-15,2011-10-21,22,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-10-15,2011-10-21,17,17,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-10-15,2011-10-21,22,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-10-15,2011-10-21,17,17,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-10-15,2011-10-21,22,16,11,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-10-22,2011-10-28,14,14,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-10-22,2011-10-28,16,11,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-10-22,2011-10-28,14,14,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-10-22,2011-10-28,16,11,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-10-22,2011-10-28,14,14,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-10-22,2011-10-28,17,11,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-10-29,2011-11-04,12,12,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-10-29,2011-11-04,23,17,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-10-29,2011-11-04,12,12,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-10-29,2011-11-04,23,17,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-10-29,2011-11-04,12,12,8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-10-29,2011-11-04,23,17,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-11-05,2011-11-11,9,9,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-11-05,2011-11-11,9,7,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-11-05,2011-11-11,9,9,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-11-05,2011-11-11,9,7,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-11-05,2011-11-11,9,9,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,502,Pollen release (flowers),2011,2011-11-05,2011-11-11,9,7,5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,500,Flowers or flower buds,2011,2011-11-12,2011-11-18,30,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,500,Flowers or flower buds,2011,2011-11-12,2011-11-18,26,20,12,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,501,Open flowers,2011,2011-11-12,2011-11-18,30,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
705,Quercus,agrifolia,California live oak,Plantae,501,Open flowers,2011,2011-11-12,2011-11-18,26,20,12,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,Quercus,lobata,valley oak,Plantae,502,Pollen release (flowers),2011,2011-11-12,2011-11-18,30,19,10,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
